Facility,KW_Rating,KWH_Generated,Date,Generated,Location,ObjectId,Number_of_Panels,Is_Over_Parking
East Yard - Fire Equipment Center,45.6,"8,484",2018/08/01 00:00:00+00,,3140 E Bonanza Rd,2135,828,TRUE
East Yard - Fire Equipment Center,45.6,"9,886",2018/09/01 00:00:00+00,,3140 E Bonanza Rd,2136,828,TRUE
East Yard - Fire Equipment Center,45.6,"8,167",2018/10/01 00:00:00+00,,3140 E Bonanza Rd,2137,828,TRUE
East Yard - Fire Equipment Center,45.6,"7,794",2018/11/01 00:00:00+00,,3140 E Bonanza Rd,2138,828,TRUE
East Yard - Fire Equipment Center,45.6,"5,635",2018/12/01 00:00:00+00,,3140 E Bonanza Rd,2139,828,TRUE
East Yard - Fire Equipment Center,45.6,"6,475",2019/01/01 00:00:00+00,,3140 E Bonanza Rd,2140,828,TRUE
East Yard - Fire Equipment Center,45.6,"6,345",2019/02/01 00:00:00+00,,3140 E Bonanza Rd,2141,828,TRUE
East Yard - Fire Equipment Center,45.6,"8,629",2019/03/01 00:00:00+00,,3140 E Bonanza Rd,2142,828,TRUE
East Yard - Fire Equipment Center,45.6,"9,040",2019/04/01 00:00:00+00,,3140 E Bonanza Rd,2143,828,TRUE
East Yard - Fire Equipment Center,45.6,"8,591",2019/05/01 00:00:00+00,,3140 E Bonanza Rd,2144,828,TRUE
East Yard - Fire Equipment Center,45.6,"9,179",2019/06/01 00:00:00+00,,3140 E Bonanza Rd,2145,828,TRUE
East Yard - Fire Equipment Center,45.6,"8,908",2019/07/01 00:00:00+00,,3140 E Bonanza Rd,2776,828,TRUE
East Yard - Fire Equipment Center,45.6,"9,128",2019/08/01 00:00:00+00,,3140 E Bonanza Rd,2777,828,TRUE
East Yard - Fire Equipment Center,45.6,"7,131",2019/09/01 00:00:00+00,,3140 E Bonanza Rd,2778,828,TRUE
East Yard - Fire Equipment Center,45.6,"6,900",2019/10/01 00:00:00+00,,3140 E Bonanza Rd,2779,828,TRUE
East Yard - Fire Equipment Center,45.6,"6,396",2019/11/01 00:00:00+00,,3140 E Bonanza Rd,2780,828,TRUE
East Yard - Fire Equipment Center,45.6,"5,645",2019/12/01 00:00:00+00,,3140 E Bonanza Rd,2781,828,TRUE
East Yard - Fire Equipment Center,45.6,"6,562",2020/01/01 00:00:00+00,,3140 E Bonanza Rd,2782,828,TRUE
East Yard - Fire Equipment Center,45.6,"8,205",2020/02/01 00:00:00+00,,3140 E Bonanza Rd,2783,828,TRUE
East Yard - Fire Equipment Center,45.6,"7,873",2020/03/01 00:00:00+00,,3140 E Bonanza Rd,2784,828,TRUE
East Yard - Fire Equipment Center,45.6,"7,411",2020/04/01 00:00:00+00,,3140 E Bonanza Rd,2785,828,TRUE
East Yard - Fire Equipment Center,45.6,"8,471",2020/05/01 00:00:00+00,,3140 E Bonanza Rd,2786,828,TRUE
East Yard - Fire Equipment Center,45.6,"7,044",2020/06/01 00:00:00+00,,3140 E Bonanza Rd,2787,828,TRUE
East Yard - Fire Equipment Center,45.6,"7,918",2020/07/01 00:00:00+00,,3140 E Bonanza Rd,3445,828,TRUE
East Yard - Fire Equipment Center,45.6,"6,752",2020/08/01 00:00:00+00,,3140 E Bonanza Rd,3446,828,TRUE
East Yard - Fire Equipment Center,45.6,"6,665",2020/09/01 00:00:00+00,,3140 E Bonanza Rd,3447,828,TRUE
East Yard - Fire Equipment Center,45.6,"6,672",2020/10/01 00:00:00+00,,3140 E Bonanza Rd,3448,828,TRUE
East Yard - Fire Equipment Center,45.6,"5,794",2020/11/01 00:00:00+00,,3140 E Bonanza Rd,3449,828,TRUE
East Yard - Fire Equipment Center,45.6,"5,527",2020/12/01 00:00:00+00,,3140 E Bonanza Rd,3450,828,TRUE
East Yard - Fire Equipment Center,45.6,"5,436",2021/01/01 00:00:00+00,,3140 E Bonanza Rd,3451,828,TRUE
East Yard - Fire Equipment Center,45.6,"5,802",2021/02/01 00:00:00+00,,3140 E Bonanza Rd,3452,828,TRUE
East Yard - Fire Equipment Center,45.6,"6,773",2021/03/01 00:00:00+00,,3140 E Bonanza Rd,3453,828,TRUE
East Yard - Fire Equipment Center,45.6,"7,880",2021/04/01 00:00:00+00,,3140 E Bonanza Rd,3454,828,TRUE
East Yard - Fire Equipment Center,45.6,"7,525",2021/05/01 00:00:00+00,,3140 E Bonanza Rd,3455,828,TRUE
East Yard - Fire Equipment Center,45.6,"6,642",2021/06/01 00:00:00+00,,3140 E Bonanza Rd,3456,828,TRUE
East Yard - Sign Shop,15,28382,2014/07/01 00:00:00+00,2981,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",141,75,TRUE
East Yard - Sign Shop,15,28382,2014/08/01 00:00:00+00,2863,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",438,75,TRUE
East Yard - Sign Shop,15,28382,2014/09/01 00:00:00+00,2534,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",529,75,TRUE
East Yard - Sign Shop,15,28382,2014/10/01 00:00:00+00,2291,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",461,75,TRUE
East Yard - Sign Shop,15,28382,2014/11/01 00:00:00+00,1316,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",535,75,TRUE
East Yard - Sign Shop,15,28382,2014/12/01 00:00:00+00,1136,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",967,75,TRUE
East Yard - Sign Shop,15,28382,2015/01/01 00:00:00+00,1189,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",799,75,TRUE
East Yard - Sign Shop,15,28382,2015/02/01 00:00:00+00,1896,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",361,75,TRUE
East Yard - Sign Shop,15,28382,2015/03/01 00:00:00+00,2504,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",514,75,TRUE
East Yard - Sign Shop,15,28382,2015/04/01 00:00:00+00,3425,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",517,75,TRUE
East Yard - Sign Shop,15,28382,2015/05/01 00:00:00+00,2917,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",145,75,TRUE
East Yard - Sign Shop,15,28382,2015/06/01 00:00:00+00,3330,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",446,75,TRUE
East Yard - Sign Shop,15,28382,2015/07/01 00:00:00+00,2795,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",1556,75,TRUE
East Yard - Sign Shop,15,28382,2015/08/01 00:00:00+00,2715,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",713,75,TRUE
East Yard - Sign Shop,15,28382,2015/09/01 00:00:00+00,2855,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",1137,75,TRUE
East Yard - Sign Shop,15,28382,2015/10/01 00:00:00+00,1775,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",648,75,TRUE
East Yard - Sign Shop,15,28382,2015/11/01 00:00:00+00,1509,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",644,75,TRUE
East Yard - Sign Shop,15,28382,2015/12/01 00:00:00+00,1318,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",798,75,TRUE
East Yard - Sign Shop,15,28382,2016/01/01 00:00:00+00,1089,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",107,75,TRUE
East Yard - Sign Shop,15,28382,2016/02/01 00:00:00+00,1962,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",874,75,TRUE
East Yard - Sign Shop,15,28382,2016/03/01 00:00:00+00,2896,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",729,75,TRUE
East Yard - Sign Shop,15,28382,2016/04/01 00:00:00+00,2483,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",1309,75,TRUE
East Yard - Sign Shop,15,28382,2016/05/01 00:00:00+00,3821,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",1194,75,TRUE
East Yard - Sign Shop,15,28382,2016/06/01 00:00:00+00,3142,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",1575,75,TRUE
East Yard - Sign Shop,15,28382,2016/07/01 00:00:00+00,2016,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",136,75,TRUE
East Yard - Sign Shop,15,28382,2016/08/01 00:00:00+00,2917,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",1209,75,TRUE
East Yard - Sign Shop,15,28382,2016/09/01 00:00:00+00,2873,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",168,75,TRUE
East Yard - Sign Shop,15,28382,2016/10/01 00:00:00+00,1885,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",530,75,TRUE
East Yard - Sign Shop,15,28382,2016/11/01 00:00:00+00,1499,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",694,75,TRUE
East Yard - Sign Shop,15,28382,2016/12/01 00:00:00+00,981,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",1161,75,TRUE
East Yard - Sign Shop,15,28382,2017/01/01 00:00:00+00,1463,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",1101,75,TRUE
East Yard - Sign Shop,15,28382,2017/02/01 00:00:00+00,1334,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",950,75,TRUE
East Yard - Sign Shop,15,28382,2017/03/01 00:00:00+00,2781,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",1273,75,TRUE
East Yard - Sign Shop,15,28382,2017/04/01 00:00:00+00,2955,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",109,75,TRUE
East Yard - Sign Shop,15,28382,2017/05/01 00:00:00+00,3786,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",462,75,TRUE
East Yard - Sign Shop,15,28382,2017/06/01 00:00:00+00,3380,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",1133,75,TRUE
East Yard - Sign Shop,15,28382,2017/07/01 00:00:00+00,2663,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",504,75,TRUE
East Yard - Sign Shop,15.3,"2,663",2017/07/01 00:00:00+00,,3104 E Bonanza Rd,1692,75,TRUE
East Yard - Sign Shop,15,28382,2017/08/01 00:00:00+00,3176,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",565,75,TRUE
East Yard - Sign Shop,15.3,"3,176",2017/08/01 00:00:00+00,,3104 E Bonanza Rd,1695,75,TRUE
East Yard - Sign Shop,15,28382,2017/09/01 00:00:00+00,2824,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",116,75,TRUE
East Yard - Sign Shop,15.3,"2,824",2017/09/01 00:00:00+00,,3104 E Bonanza Rd,1698,75,TRUE
East Yard - Sign Shop,15,28382,2017/10/01 00:00:00+00,1576,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",536,75,TRUE
East Yard - Sign Shop,15.3,"1,567",2017/10/01 00:00:00+00,,3104 E Bonanza Rd,1701,75,TRUE
East Yard - Sign Shop,15,28382,2017/11/01 00:00:00+00,1599,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",1143,75,TRUE
East Yard - Sign Shop,15.3,"1,599",2017/11/01 00:00:00+00,,3104 E Bonanza Rd,1704,75,TRUE
East Yard - Sign Shop,15,28382,2017/12/01 00:00:00+00,1096,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",117,75,TRUE
East Yard - Sign Shop,15.3,"1,096",2017/12/01 00:00:00+00,,3104 E Bonanza Rd,1705,75,TRUE
East Yard - Sign Shop,15,28382,2018/01/01 00:00:00+00,1453,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",381,75,TRUE
East Yard - Sign Shop,15.3,"1,453",2018/01/01 00:00:00+00,,3104 E Bonanza Rd,1706,75,TRUE
East Yard - Sign Shop,15,28382,2018/02/01 00:00:00+00,1581,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",1166,75,TRUE
East Yard - Sign Shop,15.3,"1,581",2018/02/01 00:00:00+00,,3104 E Bonanza Rd,1707,75,TRUE
East Yard - Sign Shop,15,28382,2018/03/01 00:00:00+00,2578,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",777,75,TRUE
East Yard - Sign Shop,15.3,"2,578",2018/03/01 00:00:00+00,,3104 E Bonanza Rd,1708,75,TRUE
East Yard - Sign Shop,15,28382,2018/04/01 00:00:00+00,2935,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",1270,75,TRUE
East Yard - Sign Shop,15.3,"2,935",2018/04/01 00:00:00+00,,3104 E Bonanza Rd,1709,75,TRUE
East Yard - Sign Shop,15,28382,2018/05/01 00:00:00+00,3239,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",1477,75,TRUE
East Yard - Sign Shop,15.3,"3,239",2018/05/01 00:00:00+00,,3104 E Bonanza Rd,1710,75,TRUE
East Yard - Sign Shop,15,28382,2018/06/01 00:00:00+00,3709,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",1333,75,TRUE
East Yard - Sign Shop,15.3,"3,709",2018/06/01 00:00:00+00,,3104 E Bonanza Rd,1711,75,TRUE
East Yard - Sign Shop,15,28382,2018/07/01 00:00:00+00,2911,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",186,75,TRUE
East Yard - Sign Shop,15.3,"2,911",2018/07/01 00:00:00+00,,3104 E Bonanza Rd,2146,75,TRUE
East Yard - Sign Shop,15,28382,2018/08/01 00:00:00+00,3297,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",1086,75,TRUE
East Yard - Sign Shop,15.3,"3,297",2018/08/01 00:00:00+00,,3104 E Bonanza Rd,2147,75,TRUE
East Yard - Sign Shop,15,28382,2018/09/01 00:00:00+00,3545,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",472,75,TRUE
East Yard - Sign Shop,15.3,"3,545",2018/09/01 00:00:00+00,,3104 E Bonanza Rd,2148,75,TRUE
East Yard - Sign Shop,15,28382,2018/10/01 00:00:00+00,1204,"3104 E Bonanza Rd
Las Vegas, NV 89101
(36.173711, -115.105668)",1430,75,TRUE
East Yard - Sign Shop,15.3,"1,204",2018/10/01 00:00:00+00,,3104 E Bonanza Rd,2149,75,TRUE
East Yard - Sign Shop,15.3,"1,316",2018/11/01 00:00:00+00,,3104 E Bonanza Rd,2150,75,TRUE
East Yard - Sign Shop,15.3,"1,100",2018/12/01 00:00:00+00,,3104 E Bonanza Rd,2151,75,TRUE
East Yard - Sign Shop,15.3,"1,279",2019/01/01 00:00:00+00,,3104 E Bonanza Rd,2205,75,TRUE
East Yard - Sign Shop,15.3,"2,422",2019/02/01 00:00:00+00,,3104 E Bonanza Rd,2208,75,TRUE
East Yard - Sign Shop,15.3,"2,494",2019/03/01 00:00:00+00,,3104 E Bonanza Rd,2210,75,TRUE
East Yard - Sign Shop,15.3,"2,849",2019/04/01 00:00:00+00,,3104 E Bonanza Rd,2212,75,TRUE
East Yard - Sign Shop,15.3,"2,277",2019/05/01 00:00:00+00,,3104 E Bonanza Rd,2214,75,TRUE
East Yard - Sign Shop,15.3,"3,509",2019/06/01 00:00:00+00,,3104 E Bonanza Rd,2217,75,TRUE
East Yard - Sign Shop,15.3,"3,203",2019/07/01 00:00:00+00,,3104 E Bonanza Rd,2788,75,TRUE
East Yard - Sign Shop,15.3,"3,741",2019/08/01 00:00:00+00,,3104 E Bonanza Rd,2789,75,TRUE
East Yard - Sign Shop,15.3,"2,787",2019/09/01 00:00:00+00,,3104 E Bonanza Rd,2790,75,TRUE
East Yard - Sign Shop,15.3,"2,207",2019/10/01 00:00:00+00,,3104 E Bonanza Rd,2791,75,TRUE
East Yard - Sign Shop,15.3,"1,485",2019/11/01 00:00:00+00,,3104 E Bonanza Rd,2792,75,TRUE
East Yard - Sign Shop,15.3,"1,246",2019/12/01 00:00:00+00,,3104 E Bonanza Rd,2793,75,TRUE
East Yard - Sign Shop,15.3,"1,248",2020/01/01 00:00:00+00,,3104 E Bonanza Rd,2794,75,TRUE
East Yard - Sign Shop,15.3,"1,905",2020/02/01 00:00:00+00,,3104 E Bonanza Rd,2795,75,TRUE
East Yard - Sign Shop,15.3,"2,220",2020/03/01 00:00:00+00,,3104 E Bonanza Rd,2796,75,TRUE
East Yard - Sign Shop,15.3,"2,883",2020/04/01 00:00:00+00,,3104 E Bonanza Rd,2797,75,TRUE
East Yard - Sign Shop,15.3,"3,191",2020/05/01 00:00:00+00,,3104 E Bonanza Rd,2798,75,TRUE
East Yard - Sign Shop,15.3,"3,853",2020/06/01 00:00:00+00,,3104 E Bonanza Rd,2799,75,TRUE
East Yard - Sign Shop,15.3,"3,147",2020/07/01 00:00:00+00,,3104 E Bonanza Rd,3457,75,TRUE
East Yard - Sign Shop,15.3,"2,642",2020/08/01 00:00:00+00,,3104 E Bonanza Rd,3458,75,TRUE
East Yard - Sign Shop,15.3,"2,856",2020/09/01 00:00:00+00,,3104 E Bonanza Rd,3459,75,TRUE
East Yard - Sign Shop,15.3,"2,478",2020/10/01 00:00:00+00,,3104 E Bonanza Rd,3460,75,TRUE
East Yard - Sign Shop,15.3,901,2020/11/01 00:00:00+00,,3104 E Bonanza Rd,3461,75,TRUE
East Yard - Sign Shop,15.3,980,2020/12/01 00:00:00+00,,3104 E Bonanza Rd,3462,75,TRUE
East Yard - Sign Shop,15.3,"1,213",2021/01/01 00:00:00+00,,3104 E Bonanza Rd,3463,75,TRUE
East Yard - Sign Shop,15.3,"1,869",2021/02/01 00:00:00+00,,3104 E Bonanza Rd,3464,75,TRUE
East Yard - Sign Shop,15.3,"2,529",2021/03/01 00:00:00+00,,3104 E Bonanza Rd,3465,75,TRUE
East Yard - Sign Shop,15.3,"3,260",2021/04/01 00:00:00+00,,3104 E Bonanza Rd,3466,75,TRUE
East Yard - Sign Shop,15.3,"3,217",2021/05/01 00:00:00+00,,3104 E Bonanza Rd,3467,75,TRUE
East Yard - Sign Shop,15.3,"4,133",2021/06/01 00:00:00+00,,3104 E Bonanza Rd,3468,75,TRUE
Fire Station 106,35,27452,2014/11/01 00:00:00+00,1868,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",293,108,TRUE
Fire Station 106,35,27452,2014/12/01 00:00:00+00,2201,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",32,108,TRUE
Fire Station 106,35,27452,2015/01/01 00:00:00+00,2615,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",46,108,TRUE
Fire Station 106,35,27452,2015/02/01 00:00:00+00,3992,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",31,108,TRUE
Fire Station 106,35,27452,2015/03/01 00:00:00+00,5825,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",13,108,TRUE
Fire Station 106,35,27452,2015/04/01 00:00:00+00,2665,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",252,108,TRUE
Fire Station 106,35,27452,2015/05/01 00:00:00+00,3123,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",257,108,TRUE
Fire Station 106,35,27452,2015/06/01 00:00:00+00,6177,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",1554,108,TRUE
Fire Station 106,35,27452,2015/07/01 00:00:00+00,5163,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",177,108,TRUE
Fire Station 106,35,27452,2015/08/01 00:00:00+00,5785,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",1374,108,TRUE
Fire Station 106,35,27452,2015/09/01 00:00:00+00,2489,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",1141,108,TRUE
Fire Station 106,35,27452,2015/10/01 00:00:00+00,2948,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",651,108,TRUE
Fire Station 106,35,27452,2015/11/01 00:00:00+00,5640,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",564,108,TRUE
Fire Station 106,35,27452,2016/08/01 00:00:00+00,4871,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",1218,108,TRUE
Fire Station 106,35,27452,2016/10/01 00:00:00+00,8094,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",1241,108,TRUE
Fire Station 106,35,27452,2017/01/01 00:00:00+00,2615,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",1458,108,TRUE
Fire Station 106,35,27452,2017/02/01 00:00:00+00,3992,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",1282,108,TRUE
Fire Station 106,35,27452,2017/03/01 00:00:00+00,5825,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",659,108,TRUE
Fire Station 106,35,27452,2017/04/01 00:00:00+00,2665,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",365,108,TRUE
Fire Station 106,35,27452,2017/05/01 00:00:00+00,6067,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",555,108,TRUE
Fire Station 106,35,27452,2017/06/01 00:00:00+00,6177,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",841,108,TRUE
Fire Station 106,35,27452,2017/07/01 00:00:00+00,5633,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",113,108,TRUE
Fire Station 106,35,"5,633",2017/07/01 00:00:00+00,,1888 Stella Lake St,1835,108,TRUE
Fire Station 106,35,27452,2017/08/01 00:00:00+00,4986,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",1431,108,TRUE
Fire Station 106,35,"4,986",2017/08/01 00:00:00+00,,1888 Stella Lake St,1836,108,TRUE
Fire Station 106,35,27452,2017/09/01 00:00:00+00,2489,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",797,108,TRUE
Fire Station 106,35,"2,489",2017/09/01 00:00:00+00,,1888 Stella Lake St,1837,108,TRUE
Fire Station 106,35,27452,2017/10/01 00:00:00+00,2948,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",537,108,TRUE
Fire Station 106,35,"2,948",2017/10/01 00:00:00+00,,1888 Stella Lake St,1838,108,TRUE
Fire Station 106,35,27452,2017/11/01 00:00:00+00,1868,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",494,108,TRUE
Fire Station 106,35,"1,868",2017/11/01 00:00:00+00,,1888 Stella Lake St,1839,108,TRUE
Fire Station 106,35,27452,2017/12/01 00:00:00+00,2201,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",1009,108,TRUE
Fire Station 106,35,"2,201",2017/12/01 00:00:00+00,,1888 Stella Lake St,1840,108,TRUE
Fire Station 106,35,27452,2018/01/01 00:00:00+00,2199,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",1359,108,TRUE
Fire Station 106,35,"2,199",2018/01/01 00:00:00+00,,1888 Stella Lake St,1841,108,TRUE
Fire Station 106,35,,2018/02/01 00:00:00+00,,1888 Stella Lake St,1842,108,TRUE
Fire Station 106,35,27452,2018/03/01 00:00:00+00,7032,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",891,108,TRUE
Fire Station 106,35,"7,032",2018/03/01 00:00:00+00,,1888 Stella Lake St,1843,108,TRUE
Fire Station 106,35,27452,2018/04/01 00:00:00+00,5033,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",353,108,TRUE
Fire Station 106,35,"5,033",2018/04/01 00:00:00+00,,1888 Stella Lake St,1844,108,TRUE
Fire Station 106,35,27452,2018/05/01 00:00:00+00,5282,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",854,108,TRUE
Fire Station 106,35,"5,282",2018/05/01 00:00:00+00,,1888 Stella Lake St,1845,108,TRUE
Fire Station 106,35,27452,2018/06/01 00:00:00+00,6442,"1888 Stella Lake St
Las Vegas, NV 89106
(36.1927, -115.164417)",658,108,TRUE
Fire Station 106,35,"6,442",2018/06/01 00:00:00+00,,1888 Stella Lake St,1846,108,TRUE
Fire Station 106,35,"5,348",2018/07/01 00:00:00+00,,1888 Stella Lake St,2171,108,TRUE
Fire Station 106,35,"4,971",2018/08/01 00:00:00+00,,1888 Stella Lake St,2172,108,TRUE
Fire Station 106,35,"4,987",2018/09/01 00:00:00+00,,1888 Stella Lake St,2173,108,TRUE
Fire Station 106,35,"3,426",2018/10/01 00:00:00+00,,1888 Stella Lake St,2174,108,TRUE
Fire Station 106,35,"3,097",2018/11/01 00:00:00+00,,1888 Stella Lake St,2175,108,TRUE
Fire Station 106,35,"1,941",2018/12/01 00:00:00+00,,1888 Stella Lake St,2176,108,TRUE
Fire Station 106,35,"2,013",2019/01/01 00:00:00+00,,1888 Stella Lake St,2177,108,TRUE
Fire Station 106,35,"2,889",2019/02/01 00:00:00+00,,1888 Stella Lake St,2178,108,TRUE
Fire Station 106,35,"3,934",2019/03/01 00:00:00+00,,1888 Stella Lake St,2179,108,TRUE
Fire Station 106,35,"5,034",2019/04/01 00:00:00+00,,1888 Stella Lake St,2180,108,TRUE
Fire Station 106,35,"5,791",2019/05/01 00:00:00+00,,1888 Stella Lake St,2181,108,TRUE
Fire Station 106,35,"6,330",2019/06/01 00:00:00+00,,1888 Stella Lake St,2182,108,TRUE
Fire Station 106,35,"5,704",2019/07/01 00:00:00+00,,1888 Stella Lake St,2897,108,TRUE
Fire Station 106,35,"5,394",2019/08/01 00:00:00+00,,1888 Stella Lake St,2902,108,TRUE
Fire Station 106,35,"4,231",2019/09/01 00:00:00+00,,1888 Stella Lake St,2945,108,TRUE
Fire Station 106,35,"3,421",2019/10/01 00:00:00+00,,1888 Stella Lake St,2949,108,TRUE
Fire Station 106,35,"2,694",2019/11/01 00:00:00+00,,1888 Stella Lake St,2954,108,TRUE
Fire Station 106,35,"2,159",2019/12/01 00:00:00+00,,1888 Stella Lake St,2959,108,TRUE
Fire Station 106,35,"2,321",2020/01/01 00:00:00+00,,1888 Stella Lake St,3003,108,TRUE
Fire Station 106,35,"3,063",2020/02/01 00:00:00+00,,1888 Stella Lake St,3006,108,TRUE
Fire Station 106,35,"3,933",2020/03/01 00:00:00+00,,1888 Stella Lake St,3009,108,TRUE
Fire Station 106,35,"5,354",2020/04/01 00:00:00+00,,1888 Stella Lake St,3012,108,TRUE
Fire Station 106,35,"5,803",2020/05/01 00:00:00+00,,1888 Stella Lake St,3015,108,TRUE
Fire Station 106,35,"5,660",2020/06/01 00:00:00+00,,1888 Stella Lake St,3018,108,TRUE
Fire Station 106,35,"6,276",2020/07/01 00:00:00+00,,1888 Stella Lake St,3234,108,TRUE
Fire Station 106,35,"4,873",2020/08/01 00:00:00+00,,1888 Stella Lake St,3235,108,TRUE
